Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Zipcode
ZCTA5 18229,8791,,,3290,9,188,18229
ZCTA5 18947,5996,,,2873,0,316,18947
ZCTA5 18976,20639,,,8727,86,469,18976
ZCTA5 18980,507,,,241,0,19,18980
ZCTA5 18251,18,,,18,0,0,18251
ZCTA5 18324,9110,,,3102,153,156,18324
ZCTA5 18331,630,,,324,0,0,18331
ZCTA5 18346,2453,,,687,31,106,18346
ZCTA5 18445,2775,,,848,2,112,18445
ZCTA5 18470,2016,,,922,7,102,18470
ZCTA5 18446,3307,,,1218,4,147,18446
ZCTA5 18457,216,,,60,0,0,18457
ZCTA5 18466,17472,,,5618,478,97,18466
ZCTA5 18507,5165,,,2105,0,143,18507
ZCTA5 18614,2233,,,817,0,39,18614
ZCTA5 18615,2027,,,764,0,68,18615
ZCTA5 18617,1897,,,754,9,0,18617
ZCTA5 18635,3792,,,1556,0,107,18635
ZCTA5 18641,6623,,,2760,0,46,18641
ZCTA5 18643,12592,,,5059,43,364,18643
ZCTA5 18701,3526,,,464,35,241,18701
ZCTA5 18810,5590,,,1959,0,155,18810
ZCTA5 18818,1202,,,464,0,48,18818
ZCTA5 18915,645,,,257,0,0,18915
ZCTA5 18920,373,,,99,36,21,18920
ZCTA5 18929,9624,,,4403,23,369,18929
ZCTA5 18960,12200,,,5602,7,279,18960
ZCTA5 18966,37649,,,15936,41,1049,18966
ZCTA5 18344,3810,,,1241,125,110,18344
ZCTA5 18351,428,,,178,0,0,18351
ZCTA5 18356,78,,,78,0,0,18356
ZCTA5 18407,13287,,,4619,17,143,18407
ZCTA5 18420,57,,,19,0,0,18420
ZCTA5 18425,1190,,,535,6,24,18425
ZCTA5 18433,6624,,,2853,4,186,18433
ZCTA5 18031,9974,,,4581,18,221,18031
ZCTA5 18036,13558,,,6130,13,376,18036
ZCTA5 18040,16568,,,7192,101,465,18040
ZCTA5 18059,1119,,,609,0,9,18059
ZCTA5 18071,10013,,,4117,0,273,18071
ZCTA5 18085,966,,,398,0,31,18085
ZCTA5 18210,7468,,,2058,38,263,18210
ZCTA5 18216,1038,,,380,0,19,18216
ZCTA5 18248,560,,,259,0,12,18248
ZCTA5 18323,131,,,41,0,0,18323
ZCTA5 18328,7293,,,2866,8,151,18328
ZCTA5 18070,1108,,,501,0,0,18070
ZCTA5 18076,2806,,,1173,0,58,18076
ZCTA5 18078,7501,,,3503,11,157,18078
ZCTA5 18081,155,,,64,0,0,18081
ZCTA5 18087,508,,,224,0,4,18087
ZCTA5 18092,3135,,,1397,0,102,18092
ZCTA5 18201,27182,,,9108,275,196,18201
ZCTA5 18211,1412,,,590,0,17,18211
ZCTA5 18218,2162,,,710,0,10,18218
ZCTA5 18220,304,,,82,0,0,18220
ZCTA5 18101,4448,,,676,132,66,18101
ZCTA5 18321,1859,,,433,12,122,18321
ZCTA5 18327,524,,,225,22,25,18327
ZCTA5 18034,9094,,,3810,0,465,18034
ZCTA5 18054,4678,,,2128,0,180,18054
ZCTA5 18846,998,,,312,0,26,18846
ZCTA5 18848,8489,,,2791,10,132,18848
ZCTA5 18853,4089,,,1511,0,109,18853
ZCTA5 18923,911,,,364,0,41,18923
ZCTA5 18930,2801,,,1350,4,116,18930
ZCTA5 18951,34904,,,15148,111,822,18951
ZCTA5 18970,725,,,337,0,29,18970
ZCTA5 18844,1964,,,607,0,30,18844
ZCTA5 18812,1681,,,726,0,27,18812
ZCTA5 18823,270,,,85,0,9,18823
ZCTA5 18837,3133,,,1027,0,97,18837
ZCTA5 18925,6691,,,2628,0,413,18925
ZCTA5 18932,421,,,62,0,0,18932
ZCTA5 18955,1720,,,880,0,33,18955
ZCTA5 18972,3429,,,1462,19,173,18972
ZCTA5 18977,4136,,,1551,0,308,18977
ZCTA5 18360,27084,,,9160,232,572,18360
ZCTA5 18372,2735,,,885,13,43,18372
ZCTA5 18403,7179,,,3049,35,144,18403
ZCTA5 18413,182,,,40,0,0,18413
ZCTA5 18419,4653,,,1688,5,161,18419
ZCTA5 18426,4226,,,1424,20,119,18426
ZCTA5 18460,133,,,34,0,0,18460
ZCTA5 18510,13443,,,3349,91,359,18510
ZCTA5 18518,8038,,,3437,14,178,18518
ZCTA5 18619,275,,,108,0,3,18619
ZCTA5 18342,523,,,122,0,56,18342
ZCTA5 18352,817,,,273,0,77,18352
ZCTA5 18371,864,,,234,38,0,18371
ZCTA5 18427,140,,,111,0,0,18427
ZCTA5 18454,15,,,8,0,0,18454
ZCTA5 18463,294,,,95,0,0,18463
ZCTA5 18843,285,,,161,0,0,18843
ZCTA5 18902,21343,,,9078,12,1185,18902
ZCTA5 18912,396,,,70,0,0,18912
ZCTA5 18913,68,,,27,0,0,18913
ZCTA5 18935,18,,,18,0,0,18935
ZCTA5 18950,165,,,51,0,0,18950
ZCTA5 18631,1257,,,605,0,15,18631
ZCTA5 18706,15908,,,6323,85,230,18706
ZCTA5 18709,2922,,,1102,0,1,18709
ZCTA5 18831,1487,,,477,0,23,18831
ZCTA5 18962,332,,,171,0,8,18962
ZCTA5 18017,38687,,,15124,322,914,18017
ZCTA5 18067,18160,,,7964,36,511,18067
ZCTA5 18080,10984,,,4525,9,294,18080
ZCTA5 18435,924,,,308,0,70,18435
ZCTA5 18443,447,,,191,0,39,18443
ZCTA5 18455,89,,,25,0,0,18455
ZCTA5 18464,1195,,,376,0,47,18464
ZCTA5 18473,763,,,218,0,14,18473
ZCTA5 18616,590,,,185,0,40,18616
ZCTA5 18625,361,,,155,6,0,18625
ZCTA5 18626,521,,,136,0,31,18626
ZCTA5 18636,1327,,,576,0,26,18636
ZCTA5 18644,7268,,,3064,0,141,18644
ZCTA5 18651,8511,,,2995,86,130,18651
ZCTA5 18456,350,,,151,0,2,18456
ZCTA5 18461,330,,,121,0,21,18461
ZCTA5 18462,361,,,122,0,19,18462
ZCTA5 18469,235,,,84,0,28,18469
ZCTA5 18471,663,,,284,13,13,18471
ZCTA5 18623,2731,,,947,0,59,18623
ZCTA5 18624,344,,,40,0,14,18624
ZCTA5 18634,13114,,,5012,85,140,18634
ZCTA5 18653,233,,,130,0,3,18653
ZCTA5 18058,10099,,,4332,108,250,18058
ZCTA5 18708,8650,,,3932,41,114,18708
ZCTA5 18825,101,,,13,0,5,18825
ZCTA5 18826,1515,,,545,9,51,18826
ZCTA5 18062,25998,,,10933,185,664,18062
ZCTA5 21531,1895,,,678,3,46,21531
ZCTA5 21012,21772,,,9611,82,910,21012
ZCTA5 21030,25637,,,10174,440,533,21030
ZCTA5 21046,15988,,,7198,196,428,21046
ZCTA5 21056,146,,,33,0,13,21056
ZCTA5 21105,0,,,0,0,0,21105
ZCTA5 21111,4995,,,2089,0,282,21111
ZCTA5 21122,60461,,,28916,58,1502,21122
ZCTA5 21161,5221,,,2408,0,132,21161
ZCTA5 21163,7158,,,2949,22,272,21163
ZCTA5 21206,51561,,,18476,2746,560,21206
ZCTA5 21218,49271,,,10550,3985,1175,21218
ZCTA5 21403,30855,,,12786,499,1048,21403
ZCTA5 21405,352,,,104,0,37,21405
ZCTA5 21629,9726,,,3866,54,85,21629
ZCTA5 21636,1147,,,600,0,1,21636
ZCTA5 21640,1440,,,547,0,23,21640
ZCTA5 21641,102,,,37,0,0,21641
ZCTA5 21643,6015,,,2214,5,103,21643
ZCTA5 21647,217,,,110,0,0,21647
ZCTA5 21649,2131,,,795,0,25,21649
ZCTA5 21655,4966,,,2641,0,39,21655
ZCTA5 21657,853,,,353,0,10,21657
ZCTA5 21658,3840,,,1391,38,155,21658
ZCTA5 21663,3356,,,1120,0,138,21663
ZCTA5 21667,235,,,120,0,0,21667
ZCTA5 21668,1815,,,784,0,21,21668
ZCTA5 22460,1495,,,588,0,87,22460
ZCTA5 22503,3770,,,1394,0,85,22503
ZCTA5 22508,14147,,,5482,20,290,22508
ZCTA5 22578,2315,,,771,0,74,22578
ZCTA5 22603,15921,,,5784,35,340,22603
ZCTA5 22630,32392,,,11201,5,975,22630
ZCTA5 22645,4395,,,1796,10,112,22645
ZCTA5 22657,10402,,,3861,21,301,22657
ZCTA5 22664,8969,,,3059,6,188,22664
ZCTA5 22715,1204,,,337,15,34,22715
ZCTA5 22719,271,,,152,0,8,22719
ZCTA5 22726,744,,,355,0,9,22726
ZCTA5 22727,5594,,,2006,0,253,22727
ZCTA5 22730,175,,,84,0,0,22730
ZCTA5 22940,1418,,,261,0,87,22940
ZCTA5 22952,2053,,,856,0,0,22952
ZCTA5 22974,5600,,,1831,5,52,22974
ZCTA5 22937,2220,,,697,13,24,22937
ZCTA5 22920,3612,,,1439,0,168,22920
ZCTA5 22740,1103,,,397,0,13,22740
ZCTA5 22801,40657,,,13900,367,700,22801
ZCTA5 22834,1063,,,552,0,14,22834
ZCTA5 22841,2840,,,1331,9,80,22841
ZCTA5 22922,2058,,,664,0,69,22922
ZCTA5 22406,25928,,,9310,103,496,22406
ZCTA5 22302,17776,,,7442,696,530,22302
ZCTA5 22309,36325,,,11917,1133,763,22309
ZCTA5 22437,1192,,,481,0,0,22437
ZCTA5 22314,33926,,,10915,844,1634,22314
ZCTA5 22408,30126,,,12008,108,691,22408
ZCTA5 22433,390,,,162,0,0,22433
ZCTA5 22488,1084,,,282,0,0,22488
ZCTA5 22554,56016,,,21641,306,1356,22554
ZCTA5 22601,28759,,,9335,187,1138,22601
ZCTA5 22931,324,,,153,0,7,22931
ZCTA5 22943,295,,,135,0,0,22943
ZCTA5 22948,154,,,29,0,27,22948
ZCTA5 22963,16014,,,5713,16,555,22963
ZCTA5 22972,377,,,261,0,11,22972
ZCTA5 22701,35087,,,13651,118,561,22701
ZCTA5 22718,802,,,327,0,0,22718
ZCTA5 22720,744,,,317,10,8,22720
ZCTA5 22731,30,,,10,0,0,22731
ZCTA5 22735,2930,,,1241,26,38,22735
ZCTA5 22736,737,,,194,0,0,22736
ZCTA5 22742,1916,,,808,0,91,22742
ZCTA5 22743,291,,,34,0,30,22743
ZCTA5 22713,1567,,,582,0,47,22713
ZCTA5 22812,9026,,,3228,0,296,22812
ZCTA5 22936,4895,,,2052,0,198,22936
ZCTA5 22939,5983,,,2373,0,188,22939
ZCTA5 22958,2290,,,499,0,221,22958
ZCTA5 22960,10347,,,3420,19,241,22960
ZCTA5 22967,1702,,,615,0,113,22967
ZCTA5 22973,6009,,,2147,31,123,22973
ZCTA5 22976,789,,,285,0,16,22976
ZCTA5 22716,626,,,221,0,22,22716
ZCTA5 22732,195,,,52,0,0,22732
ZCTA5 22734,3067,,,1334,0,23,22734
ZCTA5 22810,811,,,369,0,7,22810
ZCTA5 22821,5176,,,1751,0,217,22821
ZCTA5 22850,1113,,,496,0,57,22850
ZCTA5 22851,5920,,,2085,0,104,22851
ZCTA5 22901,35108,,,14122,643,1065,22901
ZCTA5 22903,40507,,,11217,1487,1407,22903
ZCTA5 22015,44852,,,16977,626,1487,22015
ZCTA5 22031,32826,,,12600,507,1057,22031
ZCTA5 22042,34486,,,13883,784,1343,22042
ZCTA5 22079,35592,,,13063,563,950,22079
ZCTA5 22153,31348,,,12020,552,718,22153
ZCTA5 22203,24213,,,7412,996,663,22203
ZCTA5 22205,19162,,,6162,593,933,22205
ZCTA5 22207,33285,,,11377,609,1782,22207
ZCTA5 22211,1185,,,211,48,574,22211
ZCTA5 22407,58526,,,22128,172,1330,22407
ZCTA5 22448,649,,,265,0,17,22448
ZCTA5 22476,385,,,161,0,0,22476
ZCTA5 22529,155,,,87,0,0,22529
ZCTA5 22542,2279,,,776,0,44,22542
ZCTA5 22620,2536,,,1199,19,77,22620
ZCTA5 22624,2777,,,1223,23,24,22624
ZCTA5 22627,801,,,202,7,13,22627
ZCTA5 22644,2413,,,1061,0,35,22644
ZCTA5 22436,451,,,252,0,0,22436
ZCTA5 22192,58439,,,23028,1538,939,22192
ZCTA5 22610,1756,,,586,0,0,22610
ZCTA5 22485,25261,,,10533,88,494,22485
ZCTA5 22206,20150,,,8620,859,871,22206
ZCTA5 22509,40,,,0,0,0,22509
ZCTA5 22301,13569,,,4395,174,707,22301
ZCTA5 22654,999,,,346,6,68,22654
ZCTA5 22469,1412,,,443,0,16,22469
ZCTA5 22646,116,,,62,0,0,22646
ZCTA5 22580,5291,,,1856,9,73,22580
ZCTA5 22729,1199,,,63,0,23,22729
ZCTA5 22847,828,,,400,0,13,22847
ZCTA5 22969,1639,,,445,0,7,22969
ZCTA5 22747,872,,,317,0,29,22747
ZCTA5 22964,330,,,108,0,0,22964
ZCTA5 22025,17722,,,6356,566,607,22025
ZCTA5 22035,0,,,0,0,0,22035
ZCTA5 22185,0,,,0,0,0,22185
ZCTA5 22214,0,,,0,0,0,22214
ZCTA5 22530,45,,,25,0,10,22530
ZCTA5 22039,17947,,,6373,161,819,22039
ZCTA5 22060,9858,,,2895,84,136,22060
ZCTA5 22124,18216,,,6682,107,807,22124
ZCTA5 22134,7534,,,2891,24,698,22134
ZCTA5 22304,48211,,,19587,2174,1240,22304
ZCTA5 22310,32195,,,12052,163,1217,22310
ZCTA5 22315,29110,,,11178,312,942,22315
ZCTA5 22432,213,,,74,0,0,22432
ZCTA5 22480,675,,,94,0,27,22480
ZCTA5 22520,6101,,,2172,16,349,22520
ZCTA5 22576,2193,,,696,0,30,22576
ZCTA5 22602,29923,,,12384,29,831,22602
ZCTA5 22643,273,,,104,0,6,22643
ZCTA5 22712,9049,,,4116,15,236,22712
ZCTA5 22714,1032,,,408,0,25,22714
ZCTA5 22443,8534,,,2822,16,293,22443
ZCTA5 22454,1618,,,686,0,46,22454
ZCTA5 22473,5168,,,1826,10,86,22473
ZCTA5 22553,14945,,,5650,88,450,22553
ZCTA5 22560,6454,,,2452,0,54,22560
ZCTA5 22639,562,,,163,0,34,22639
ZCTA5 22663,1433,,,642,0,71,22663
ZCTA5 22546,16242,,,6951,0,150,22546
ZCTA5 22567,3079,,,1272,0,123,22567
ZCTA5 22572,7010,,,2083,23,331,22572
ZCTA5 22579,88,,,39,0,14,22579
ZCTA5 22611,9005,,,3215,0,306,22611
ZCTA5 22641,479,,,126,0,16,22641
ZCTA5 22656,3331,,,1270,10,47,22656
ZCTA5 22709,1276,,,451,0,32,22709
ZCTA5 22724,2399,,,1035,0,12,22724
ZCTA5 22738,1587,,,542,20,60,22738
ZCTA5 22741,147,,,11,0,0,22741
ZCTA5 22749,243,,,60,0,27,22749
ZCTA5 22802,29921,,,10657,181,575,22802
ZCTA5 22846,2698,,,1146,2,43,22846
ZCTA5 22932,7792,,,2753,7,578,22932
ZCTA5 22935,876,,,321,0,48,22935
ZCTA5 22003,59586,,,22382,1584,1542,22003
ZCTA5 22032,31180,,,11335,448,834,22032
ZCTA5 22033,40170,,,17236,147,1119,22033
ZCTA5 22172,10101,,,3933,150,163,22172
ZCTA5 22044,13489,,,4336,575,382,22044
ZCTA5 22150,27860,,,9513,547,483,22150
ZCTA5 22152,29599,,,11003,722,759,22152
ZCTA5 22191,70641,,,28162,1508,1117,22191
ZCTA5 22204,55386,,,20186,5092,2067,22204
ZCTA5 22625,3134,,,1374,14,61,22625
ZCTA5 22637,2419,,,1066,0,21,22637
ZCTA5 22650,621,,,177,0,15,22650
ZCTA5 22655,20916,,,9231,4,457,22655
ZCTA5 22548,440,,,34,0,26,22548
ZCTA5 22514,2243,,,818,15,64,22514
ZCTA5 22534,3277,,,1127,10,54,22534
ZCTA5 22535,542,,,169,0,10,22535
ZCTA5 22640,566,,,254,0,10,22640
ZCTA5 22642,4859,,,1823,0,134,22642
ZCTA5 22652,1339,,,535,0,22,22652
ZCTA5 22660,1955,,,725,0,50,22660
ZCTA5 22728,3182,,,1361,0,158,22728
ZCTA5 22733,1100,,,414,0,21,22733
ZCTA5 22737,3046,,,1034,0,55,22737
ZCTA5 22811,628,,,256,7,27,22811
ZCTA5 22824,6622,,,2408,0,127,22824
ZCTA5 22831,1119,,,450,0,59,22831
ZCTA5 22840,4363,,,1817,0,47,22840
ZCTA5 22842,5195,,,2040,7,106,22842
ZCTA5 22845,9,,,0,0,9,22845
ZCTA5 22853,4010,,,1620,0,29,22853
ZCTA5 22902,24539,,,9866,471,850,22902
ZCTA5 22911,17732,,,7347,26,468,22911
ZCTA5 22923,5089,,,2237,0,175,22923
ZCTA5 22947,3793,,,1176,0,325,22947
ZCTA5 22959,1423,,,711,0,54,22959
ZCTA5 22980,31846,,,12771,147,452,22980
ZCTA5 22723,109,,,23,0,0,22723
ZCTA5 22827,10026,,,4165,14,124,22827
ZCTA5 22843,2476,,,1046,0,62,22843
ZCTA5 22938,1349,,,598,0,20,22938
ZCTA5 22026,15845,,,5687,314,200,22026
ZCTA5 22030,59466,,,22296,760,2500,22030
ZCTA5 22101,29296,,,9809,48,1379,22101
ZCTA5 22102,24746,,,9280,114,1297,22102
ZCTA5 22181,15299,,,5067,166,681,22181
ZCTA5 22182,26777,,,9971,35,1065,22182
ZCTA5 22201,37545,,,12430,1615,1449,22201
ZCTA5 22306,35279,,,11469,1444,647,22306
ZCTA5 22311,18952,,,7402,920,346,22311
ZCTA5 22312,33786,,,12824,1623,1045,22312
ZCTA5 22405,30950,,,11448,34,610,22405
ZCTA5 22971,1505,,,590,0,91,22971
ZCTA5 22942,8915,,,3055,3,266,22942
ZCTA5 22946,208,,,98,0,0,22946
ZCTA5 22949,1269,,,418,0,19,22949
ZCTA5 22989,15,,,0,0,0,22989
ZCTA5 22043,25376,,,9664,518,807,22043
ZCTA5 22180,24438,,,8759,107,1156,22180
ZCTA5 22202,24913,,,6489,832,1165,22202
ZCTA5 22041,28614,,,8647,1694,686,22041
ZCTA5 22046,18401,,,5698,525,745,22046
ZCTA5 22209,12705,,,3002,690,520,22209
ZCTA5 22066,18332,,,6327,19,918,22066
ZCTA5 22125,888,,,448,11,25,22125
ZCTA5 22193,82573,,,31585,1761,1285,22193
ZCTA5 22213,3684,,,1085,10,267,22213
ZCTA5 22305,17783,,,5730,1146,574,22305
ZCTA5 22308,13335,,,4669,82,698,22308
ZCTA5 22435,2440,,,862,0,61,22435
ZCTA5 22438,348,,,127,0,13,22438
ZCTA5 22511,1050,,,338,0,9,22511
ZCTA5 22027,2124,,,679,0,160,22027
ZCTA5 22151,18210,,,6800,377,427,22151
ZCTA5 22401,28469,,,10421,210,1201,22401
ZCTA5 22482,3041,,,904,12,68,22482
ZCTA5 22504,439,,,200,0,0,22504
ZCTA5 22538,78,,,9,0,0,22538
ZCTA5 22539,2294,,,580,0,98,22539
ZCTA5 22711,23,,,0,0,0,22711
ZCTA5 22722,209,,,25,0,0,22722
ZCTA5 22815,9300,,,3853,0,156,22815
ZCTA5 22820,219,,,110,0,10,22820
ZCTA5 22830,1769,,,561,0,80,22830
ZCTA5 22832,1122,,,438,0,46,22832
ZCTA5 22835,11636,,,4151,0,224,22835
ZCTA5 22844,4855,,,1860,0,75,22844
ZCTA5 22849,5212,,,1512,5,179,22849
ZCTA5 22968,10810,,,4580,86,218,22968
ZCTA5 22303,14504,,,5269,472,406,22303
ZCTA5 22307,9962,,,4209,49,335,22307
ZCTA5 22427,5156,,,2084,0,140,22427
ZCTA5 22551,19211,,,7292,46,349,22551
ZCTA5 22556,29248,,,11329,183,1191,22556
ZCTA5 22623,817,,,338,0,0,22623
ZCTA5 22807,3216,,,166,26,79,22807
ZCTA5 22904,5095,,,255,177,52,22904
ZCTA5 23846,1127,,,522,0,48,23846
ZCTA5 23927,3951,,,1134,0,66,23927
ZCTA5 23934,370,,,78,0,34,23934
ZCTA5 23936,8440,,,2414,47,158,23936
ZCTA5 23947,4127,,,1449,0,78,23947
ZCTA5 23958,3693,,,1113,0,58,23958
ZCTA5 23974,5418,,,1303,31,111,23974
ZCTA5 23009,6541,,,2918,0,147,23009
ZCTA5 23228,35950,,,15880,99,860,23228
ZCTA5 23229,35479,,,13239,73,1467,23229
ZCTA5 23921,1627,,,575,12,13,23921
ZCTA5 23876,277,,,136,0,0,23876
ZCTA5 23882,1651,,,475,23,7,23882
ZCTA5 23889,605,,,172,0,0,23889
ZCTA5 23930,5148,,,1724,13,89,23930
ZCTA5 23943,84,,,4,0,0,23943
ZCTA5 23944,3585,,,934,0,18,23944
ZCTA5 23954,2012,,,510,22,19,23954
ZCTA5 23513,31056,,,12094,756,477,23513
ZCTA5 23607,23030,,,6426,1115,116,23607
ZCTA5 23838,16399,,,7113,76,612,23838
ZCTA5 23065,1685,,,600,0,58,23065
ZCTA5 23015,4047,,,1620,0,176,23015
ZCTA5 23030,4712,,,1833,58,72,23030
ZCTA5 23069,2803,,,1324,20,96,23069
ZCTA5 23063,4621,,,1739,0,179,23063
ZCTA5 23066,133,,,35,0,21,23066
ZCTA5 23068,176,,,76,0,51,23068
ZCTA5 23102,3345,,,1301,8,40,23102
ZCTA5 23106,1044,,,485,0,0,23106
ZCTA5 23112,53162,,,23906,171,1444,23112
ZCTA5 23153,1246,,,591,0,0,23153
ZCTA5 23161,158,,,39,0,0,23161
ZCTA5 23181,5287,,,2348,0,43,23181
ZCTA5 23219,4435,,,1191,228,24,23219
ZCTA5 23223,51334,,,17932,1071,1062,23223
ZCTA5 23225,42960,,,17878,660,781,23225
ZCTA5 23314,8593,,,3723,15,102,23314
ZCTA5 23315,1346,,,541,0,29,23315
ZCTA5 23389,258,,,125,0,45,23389
ZCTA5 23070,381,,,152,0,14,23070
ZCTA5 23868,7231,,,1455,10,106,23868
ZCTA5 23901,17722,,,4771,25,239,23901
ZCTA5 23976,53,,,15,0,0,23976
ZCTA5 23040,4444,,,1633,3,126,23040
ZCTA5 23071,1641,,,580,0,47,23071
ZCTA5 23156,1625,,,538,0,34,23156
ZCTA5 23002,9937,,,4216,25,150,23002
ZCTA5 23322,65603,,,25809,18,1574,23322
ZCTA5 23114,18540,,,8254,30,749,23114
ZCTA5 23160,2661,,,1,0,2,23160
ZCTA5 23173,2219,,,137,14,39,23173
ZCTA5 23187,239,,,12,0,27,23187
ZCTA5 23238,25979,,,10703,104,1232,23238
ZCTA5 23250,0,,,0,0,0,23250
ZCTA5 23313,103,,,41,0,0,23313
ZCTA5 23398,26,,,6,0,6,23398
ZCTA5 23408,77,,,42,0,0,23408
ZCTA5 23414,175,,,28,60,0,23414
ZCTA5 23422,153,,,48,0,14,23422
ZCTA5 23453,36138,,,16536,129,452,23453
ZCTA5 23460,2029,,,887,0,0,23460
ZCTA5 23486,39,,,0,0,0,23486
ZCTA5 23511,13883,,,4419,75,21,23511
ZCTA5 23551,880,,,563,39,0,23551
ZCTA5 23709,689,,,503,0,0,23709
ZCTA5 23806,1707,,,213,29,33,23806
ZCTA5 23884,33,,,9,0,0,23884
ZCTA5 23891,3408,,,0,0,0,23891
ZCTA5 23909,448,,,52,0,0,23909
ZCTA5 23875,12121,,,4923,18,116,23875
ZCTA5 23970,8205,,,2632,4,180,23970
ZCTA5 23454,59699,,,26185,242,997,23454
ZCTA5 23831,36765,,,15131,10,742,23831
ZCTA5 23937,2154,,,507,5,32,23937
ZCTA5 23302,268,,,120,0,0,23302
ZCTA5 23307,570,,,187,0,0,23307
ZCTA5 23696,3827,,,1576,0,28,23696
ZCTA5 23707,15253,,,5259,110,121,23707
ZCTA5 23821,1914,,,623,0,0,23821
ZCTA5 23827,1669,,,687,0,52,23827
ZCTA5 23830,1331,,,386,0,0,23830
ZCTA5 23833,2301,,,906,17,7,23833
ZCTA5 23337,482,,,174,0,0,23337
ZCTA5 23850,1268,,,563,0,0,23850
ZCTA5 23851,13262,,,5018,42,190,23851
ZCTA5 23890,3708,,,1282,11,47,23890
ZCTA5 23310,4549,,,1379,22,188,23310
ZCTA5 23356,1380,,,501,0,17,23356
ZCTA5 23357,770,,,381,5,0,23357
ZCTA5 23358,85,,,71,0,0,23358
ZCTA5 23413,1029,,,343,21,15,23413
ZCTA5 23434,49556,,,19031,95,713,23434
ZCTA5 23435,30018,,,13673,0,566,23435
ZCTA5 23480,314,,,104,0,0,23480
ZCTA5 23661,12830,,,4742,272,171,23661
ZCTA5 23662,11990,,,5182,0,261,23662
ZCTA5 23664,9775,,,4354,46,63,23664
ZCTA5 23665,6195,,,2834,0,41,23665
ZCTA5 23691,142,,,31,0,0,23691
ZCTA5 23503,32080,,,14905,298,434,23503
ZCTA5 23507,6715,,,3038,0,117,23507
ZCTA5 23508,22433,,,7322,226,399,23508
ZCTA5 23518,29723,,,12747,261,467,23518
ZCTA5 23603,3966,,,1648,22,82,23603
ZCTA5 23604,6831,,,1916,696,499,23604
ZCTA5 23605,13892,,,5540,193,102,23605
ZCTA5 23663,13832,,,4726,176,140,23663
ZCTA5 23701,23975,,,8686,169,159,23701
ZCTA5 23805,19410,,,7898,89,213,23805
ZCTA5 23828,287,,,142,0,1,23828
ZCTA5 23837,4608,,,1658,0,135,23837
ZCTA5 23842,6784,,,2947,22,91,23842
ZCTA5 23857,658,,,254,0,0,23857
ZCTA5 23881,2031,,,680,0,0,23881
ZCTA5 23924,5962,,,2110,0,85,23924
ZCTA5 23938,360,,,180,0,7,23938
ZCTA5 23005,17020,,,7207,32,351,23005
ZCTA5 23025,266,,,21,0,0,23025
ZCTA5 23027,1090,,,287,0,58,23027
ZCTA5 23039,994,,,391,0,16,23039
ZCTA5 23061,21721,,,8392,29,493,23061
ZCTA5 23075,9384,,,4084,97,146,23075
ZCTA5 23336,2899,,,882,0,57,23336
ZCTA5 23150,12606,,,5250,48,211,23150
ZCTA5 23220,34280,,,12064,1044,823,23220
ZCTA5 23222,26147,,,8330,1099,407,23222
ZCTA5 23230,6505,,,3205,63,175,23230
ZCTA5 23294,18168,,,7941,76,614,23294
ZCTA5 23301,1580,,,393,0,21,23301
ZCTA5 23321,35489,,,15041,18,544,23321
ZCTA5 23347,678,,,196,0,71,23347
ZCTA5 23409,194,,,51,0,0,23409
ZCTA5 23417,3075,,,870,24,175,23417
ZCTA5 23960,1287,,,477,0,40,23960
ZCTA5 23962,472,,,122,0,17,23962
ZCTA5 23963,121,,,98,0,0,23963
ZCTA5 23079,297,,,117,0,0,23079
ZCTA5 23084,1472,,,592,0,76,23084
ZCTA5 23092,690,,,250,0,32,23092
ZCTA5 23108,222,,,49,0,12,23108
ZCTA5 23115,135,,,99,0,0,23115
ZCTA5 23024,8381,,,3225,21,317,23024
ZCTA5 23038,1762,,,648,0,57,23038
ZCTA5 23146,3079,,,1432,0,130,23146
ZCTA5 23022,1180,,,420,0,44,23022
ZCTA5 23091,109,,,25,0,0,23091
ZCTA5 23103,5197,,,1893,0,236,23103
ZCTA5 23109,2178,,,680,0,17,23109
ZCTA5 23110,590,,,246,0,15,23110
ZCTA5 23113,25076,,,9715,47,1058,23113
ZCTA5 23129,632,,,230,0,20,23129
ZCTA5 23188,43687,,,15786,120,1429,23188
ZCTA5 23192,6830,,,2781,13,453,23192
ZCTA5 23233,31089,,,14411,171,1275,23233
ZCTA5 23234,45201,,,16380,169,595,23234
ZCTA5 23237,23252,,,9514,48,282,23237
ZCTA5 23303,890,,,358,0,0,23303
ZCTA5 23011,1334,,,283,2,62,23011
ZCTA5 23032,304,,,179,0,0,23032
ZCTA5 23116,30689,,,13588,0,1080,23116
ZCTA5 23123,1874,,,559,0,0,23123
ZCTA5 23141,6651,,,2955,0,198,23141
ZCTA5 23169,1086,,,298,0,0,23169
ZCTA5 23176,331,,,113,0,0,23176
ZCTA5 23177,475,,,180,0,14,23177
ZCTA5 23185,48036,,,16781,285,1342,23185
ZCTA5 23224,40445,,,11971,890,394,23224
ZCTA5 23227,25491,,,9454,601,572,23227
ZCTA5 23231,36657,,,14747,261,743,23231
ZCTA5 23235,32355,,,14170,84,816,23235
ZCTA5 23304,40,,,20,0,0,23304
ZCTA5 23306,776,,,350,0,38,23306
ZCTA5 23316,440,,,102,0,0,23316
ZCTA5 23320,56765,,,25816,176,1096,23320
