Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Zipcode
ZCTA5 39320,1289,,,535,0,16,39320
ZCTA5 39323,1475,,,304,0,0,39323
ZCTA5 39335,3067,,,1091,0,16,39335
ZCTA5 39339,14464,,,4261,3,26,39339
ZCTA5 39345,5935,,,1880,3,11,39345
ZCTA5 39363,1271,,,520,0,8,39363
ZCTA5 39040,3032,,,903,0,3,39040
ZCTA5 39044,3689,,,1694,0,0,39044
ZCTA5 39061,0,,,0,0,0,39061
ZCTA5 39067,1508,,,381,0,4,39067
ZCTA5 39114,9626,,,3044,0,59,39114
ZCTA5 39364,2646,,,692,0,0,39364
ZCTA5 39459,3672,,,1380,0,12,39459
ZCTA5 39464,2613,,,851,0,0,39464
ZCTA5 39465,21187,,,7729,0,128,39465
ZCTA5 39525,8149,,,2863,0,138,39525
ZCTA5 39556,8271,,,3216,0,75,39556
ZCTA5 39561,2543,,,875,0,17,39561
ZCTA5 39567,11113,,,3707,9,13,39567
ZCTA5 39664,2385,,,825,0,21,39664
ZCTA5 39735,3498,,,1012,0,15,39735
ZCTA5 39740,5303,,,2114,0,94,39740
ZCTA5 39750,2231,,,628,0,24,39750
ZCTA5 39756,1898,,,588,20,15,39756
ZCTA5 39771,89,,,50,0,0,39771
ZCTA5 39772,1690,,,523,0,31,39772
ZCTA5 39054,261,,,86,2,4,39054
ZCTA5 39082,1028,,,483,0,0,39082
ZCTA5 39108,1871,,,437,0,0,39108
ZCTA5 39169,2586,,,457,9,0,39169
ZCTA5 39421,2513,,,856,22,17,39421
ZCTA5 39212,34977,,,13275,72,159,39212
ZCTA5 39338,3834,,,1062,14,29,39338
ZCTA5 39356,508,,,163,0,0,39356
ZCTA5 39429,16435,,,4958,0,118,39429
ZCTA5 41535,422,,,144,0,0,41535
ZCTA5 41539,1515,,,500,0,0,41539
ZCTA5 41540,224,,,72,0,0,41540
ZCTA5 41544,754,,,122,0,6,41544
ZCTA5 41547,449,,,136,16,0,41547
ZCTA5 41653,10404,,,2811,23,100,41653
ZCTA5 41655,905,,,163,0,25,41655
ZCTA5 41669,746,,,108,0,0,41669
ZCTA5 41777,904,,,98,0,0,41777
ZCTA5 41821,478,,,48,0,0,41821
ZCTA5 41824,1099,,,301,0,0,41824
ZCTA5 41839,1541,,,356,5,9,41839
ZCTA5 41041,7045,,,2257,0,91,41041
ZCTA5 41045,1620,,,623,2,1,41045
ZCTA5 41833,521,,,124,0,0,41833
ZCTA5 41010,3681,,,1277,0,70,41010
ZCTA5 41063,3055,,,1231,0,108,41063
ZCTA5 41056,13947,,,4503,38,206,41056
ZCTA5 41076,17198,,,7046,227,293,41076
ZCTA5 41092,3891,,,1357,6,82,41092
ZCTA5 41203,875,,,209,0,0,41203
ZCTA5 41204,525,,,146,0,0,41204
ZCTA5 41332,868,,,171,0,0,41332
ZCTA5 41514,3200,,,831,11,44,41514
ZCTA5 41531,981,,,223,0,32,41531
ZCTA5 41538,49,,,18,0,0,41538
ZCTA5 41666,1070,,,213,0,0,41666
ZCTA5 41712,376,,,89,0,22,41712
ZCTA5 41719,1108,,,308,0,0,41719
ZCTA5 41723,1186,,,225,0,0,41723
ZCTA5 41776,1370,,,365,0,0,41776
ZCTA5 41810,321,,,83,0,0,41810
ZCTA5 41812,276,,,50,0,0,41812
ZCTA5 41817,212,,,108,0,0,41817
ZCTA5 41003,2327,,,754,0,25,41003
ZCTA5 41004,4010,,,1350,0,47,41004
ZCTA5 41014,7101,,,2356,150,78,41014
ZCTA5 41015,20492,,,7853,297,248,41015
ZCTA5 41031,15812,,,5473,19,239,41031
ZCTA5 41033,1890,,,639,0,0,41033
ZCTA5 41142,76,,,28,0,0,41142
ZCTA5 41274,603,,,82,0,0,41274
ZCTA5 41522,5107,,,1047,17,15,41522
ZCTA5 41622,155,,,101,0,0,41622
ZCTA5 41017,40051,,,17670,240,881,41017
ZCTA5 41548,909,,,251,0,33,41548
ZCTA5 41602,1002,,,449,0,0,41602
ZCTA5 41642,445,,,125,0,0,41642
ZCTA5 41763,653,,,111,0,0,41763
ZCTA5 41074,5458,,,2066,66,41,41074
ZCTA5 41086,2877,,,876,0,85,41086
ZCTA5 41093,2950,,,966,0,129,41093
ZCTA5 41095,3652,,,1192,0,60,41095
ZCTA5 41097,7194,,,2295,0,31,41097
ZCTA5 41164,13030,,,2913,0,130,41164
ZCTA5 41102,20300,,,6545,20,196,41102
ZCTA5 41129,10444,,,3231,0,58,41129
ZCTA5 41141,1777,,,459,0,12,41141
ZCTA5 41171,5199,,,897,4,4,41171
ZCTA5 39451,6296,,,920,0,4,39451
ZCTA5 39530,7954,,,2760,14,50,39530
ZCTA5 39553,17226,,,6120,0,102,39553
ZCTA5 39565,19704,,,7312,0,168,39565
ZCTA5 39573,7913,,,2970,19,40,39573
ZCTA5 39635,294,,,138,0,0,39635
ZCTA5 39705,13243,,,5495,0,304,39705
ZCTA5 39739,2338,,,583,0,26,39739
ZCTA5 39751,1457,,,480,0,6,39751
ZCTA5 39057,2328,,,553,0,41,39057
ZCTA5 39063,3821,,,833,0,57,39063
ZCTA5 39073,19911,,,8454,0,191,39073
ZCTA5 39086,1273,,,234,0,0,39086
ZCTA5 39092,2652,,,747,0,1,39092
ZCTA5 39150,5730,,,1367,3,51,39150
ZCTA5 39168,6619,,,2169,0,16,39168
ZCTA5 39209,27336,,,8338,153,134,39209
ZCTA5 39211,24628,,,11675,24,504,39211
ZCTA5 39216,3998,,,1459,0,105,39216
ZCTA5 39301,26208,,,8570,2,143,39301
ZCTA5 39328,5239,,,1429,0,17,39328
ZCTA5 39332,1509,,,475,18,15,39332
ZCTA5 39341,7164,,,1966,0,62,39341
ZCTA5 39355,6700,,,1971,0,0,39355
ZCTA5 39361,1173,,,515,0,0,39361
ZCTA5 39402,41151,,,17051,18,292,39402
ZCTA5 39425,2318,,,506,0,24,39425
ZCTA5 39428,10578,,,3263,13,21,39428
ZCTA5 39437,13564,,,4329,0,44,39437
ZCTA5 39455,9100,,,2021,0,91,39455
ZCTA5 39456,878,,,266,0,1,39456
ZCTA5 39462,1214,,,377,0,22,39462
ZCTA5 39474,5463,,,1445,11,10,39474
ZCTA5 39479,5533,,,2104,31,2,39479
ZCTA5 39482,11089,,,3833,25,101,39482
ZCTA5 39503,54993,,,20987,0,636,39503
ZCTA5 39507,16514,,,6006,0,164,39507
ZCTA5 39564,39909,,,16748,0,355,39564
ZCTA5 39574,13318,,,5044,38,51,39574
ZCTA5 39645,4982,,,1484,57,10,39645
ZCTA5 39576,5790,,,2004,39,69,39576
ZCTA5 39601,22633,,,7599,0,122,39601
ZCTA5 39647,1112,,,314,0,0,39647
ZCTA5 39652,8173,,,2270,10,60,39652
ZCTA5 39702,22963,,,8044,0,259,39702
ZCTA5 39736,266,,,95,0,0,39736
ZCTA5 39745,804,,,213,9,3,39745
ZCTA5 39633,1236,,,309,5,0,39633
ZCTA5 39641,3450,,,1076,0,62,39641
ZCTA5 39654,5098,,,1544,0,107,39654
ZCTA5 39657,1622,,,443,0,3,39657
ZCTA5 39665,1776,,,533,0,6,39665
ZCTA5 39668,906,,,345,0,0,39668
ZCTA5 39160,2513,,,500,0,6,39160
ZCTA5 39176,2247,,,542,0,45,39176
ZCTA5 39116,2075,,,522,36,88,39116
ZCTA5 39154,10347,,,3622,29,103,39154
ZCTA5 39174,821,,,52,0,0,39174
ZCTA5 39183,14173,,,4724,0,6,39183
ZCTA5 41264,471,,,88,8,6,41264
ZCTA5 41616,581,,,104,0,0,41616
ZCTA5 41232,785,,,193,8,0,41232
ZCTA5 41043,1631,,,593,5,27,41043
ZCTA5 41554,817,,,243,9,0,41554
ZCTA5 41804,424,,,142,0,3,41804
ZCTA5 41311,6507,,,1477,0,25,41311
ZCTA5 41663,656,,,120,0,0,41663
ZCTA5 41832,364,,,122,0,0,41832
ZCTA5 41011,25886,,,9566,829,624,41011
ZCTA5 41002,2656,,,847,0,79,41002
ZCTA5 41005,24458,,,10247,185,655,41005
ZCTA5 41008,6832,,,2304,0,80,41008
ZCTA5 41030,5949,,,2248,0,150,41030
ZCTA5 41034,932,,,371,0,16,41034
ZCTA5 41135,101,,,19,5,0,41135
ZCTA5 41360,464,,,243,0,11,41360
ZCTA5 41512,854,,,184,8,6,41512
ZCTA5 41062,0,,,0,0,0,41062
ZCTA5 41099,1077,,,288,20,0,41099
ZCTA5 41271,190,,,28,0,13,41271
ZCTA5 41352,670,,,221,0,0,41352
ZCTA5 41366,27,,,0,0,0,41366
ZCTA5 41517,148,,,27,0,0,41517
ZCTA5 41526,79,,,0,0,0,41526
ZCTA5 41643,73,,,3,0,0,41643
ZCTA5 41713,107,,,0,0,0,41713
ZCTA5 41848,0,,,0,0,0,41848
ZCTA5 41425,1075,,,281,0,7,41425
ZCTA5 41513,334,,,23,0,0,41513
ZCTA5 41524,167,,,26,0,0,41524
ZCTA5 41558,803,,,244,0,0,41558
ZCTA5 41559,198,,,52,0,0,41559
ZCTA5 41560,183,,,36,0,0,41560
ZCTA5 41567,179,,,25,0,0,41567
ZCTA5 41572,3423,,,784,0,41,41572
ZCTA5 41606,986,,,178,0,8,41606
ZCTA5 41612,160,,,16,0,12,41612
ZCTA5 41619,173,,,49,0,0,41619
ZCTA5 41631,1181,,,374,0,0,41631
ZCTA5 41636,995,,,82,0,0,41636
ZCTA5 41650,422,,,26,0,0,41650
ZCTA5 41667,710,,,191,0,0,41667
ZCTA5 41739,117,,,30,0,0,41739
ZCTA5 41754,403,,,80,0,10,41754
ZCTA5 41764,736,,,244,0,0,41764
ZCTA5 41766,217,,,16,0,0,41766
ZCTA5 41819,295,,,133,0,0,41819
ZCTA5 41849,85,,,15,0,0,41849
ZCTA5 41855,846,,,372,0,0,41855
ZCTA5 41537,5061,,,1113,5,78,41537
ZCTA5 41553,2157,,,386,14,0,41553
ZCTA5 41555,621,,,80,0,0,41555
ZCTA5 41557,1594,,,567,23,22,41557
ZCTA5 41640,1053,,,135,0,0,41640
ZCTA5 41571,496,,,179,0,0,41571
ZCTA5 41605,727,,,282,0,0,41605
ZCTA5 41635,2800,,,538,0,28,41635
ZCTA5 41735,195,,,32,0,0,41735
ZCTA5 39218,7071,,,3052,0,23,39218
ZCTA5 39326,426,,,104,0,0,39326
ZCTA5 39336,1364,,,364,0,0,39336
ZCTA5 39365,7432,,,2042,0,53,39365
ZCTA5 39401,42522,,,14778,137,247,39401
ZCTA5 39423,2623,,,961,0,3,39423
ZCTA5 39452,27551,,,7451,88,350,39452
ZCTA5 39466,26057,,,8081,0,189,39466
ZCTA5 39477,654,,,250,0,2,39477
ZCTA5 39481,1557,,,505,0,24,39481
ZCTA5 39346,2299,,,841,0,15,39346
ZCTA5 39350,25090,,,7374,35,94,39350
ZCTA5 39360,3217,,,1169,0,117,39360
ZCTA5 39426,18193,,,5465,1,327,39426
ZCTA5 39560,17334,,,6633,0,206,39560
ZCTA5 39643,1275,,,302,0,31,39643
ZCTA5 39667,12418,,,4043,0,194,39667
ZCTA5 39669,5226,,,1205,0,75,39669
ZCTA5 39741,1662,,,627,0,61,39741
ZCTA5 39744,5721,,,1706,0,8,39744
ZCTA5 39752,3023,,,1118,0,21,39752
ZCTA5 39769,1570,,,551,0,56,39769
ZCTA5 39773,15695,,,5289,0,248,39773
ZCTA5 39480,2918,,,1378,2,3,39480
ZCTA5 39427,1349,,,645,0,0,39427
ZCTA5 39439,4245,,,1474,0,12,39439
ZCTA5 39440,20872,,,7463,0,139,39440
ZCTA5 39476,8173,,,2316,0,49,39476
ZCTA5 39531,17521,,,6249,136,173,39531
ZCTA5 39562,17205,,,5799,10,76,39562
ZCTA5 39572,1266,,,415,0,4,39572
ZCTA5 39629,6990,,,2135,26,91,39629
ZCTA5 39630,785,,,256,0,3,39630
ZCTA5 39117,10842,,,3576,22,37,39117
ZCTA5 39149,1997,,,537,0,0,39149
ZCTA5 39175,4302,,,1299,0,30,39175
ZCTA5 39177,142,,,49,0,4,39177
ZCTA5 39179,1339,,,549,0,0,39179
ZCTA5 39189,3821,,,1251,15,0,39189
ZCTA5 39039,1823,,,584,0,31,39039
ZCTA5 39041,3570,,,1366,0,11,39041
ZCTA5 39051,16890,,,4854,5,104,39051
ZCTA5 39078,873,,,240,0,0,39078
ZCTA5 39088,92,,,63,0,0,39088
ZCTA5 39663,2989,,,877,16,47,39663
ZCTA5 39045,1647,,,560,5,12,39045
ZCTA5 39056,26106,,,10434,0,599,39056
ZCTA5 39113,666,,,56,1,0,39113
ZCTA5 39119,5073,,,1754,0,60,39119
ZCTA5 39120,31239,,,8956,79,316,39120
ZCTA5 39191,8379,,,2856,0,58,39191
ZCTA5 39201,501,,,133,14,21,39201
ZCTA5 39204,17603,,,5075,105,75,39204
ZCTA5 39208,32424,,,11506,0,201,39208
ZCTA5 39330,2643,,,1220,0,18,39330
ZCTA5 39305,20524,,,7790,0,224,39305
ZCTA5 39307,17145,,,5127,0,16,39307
ZCTA5 39322,1569,,,559,0,0,39322
ZCTA5 39347,1686,,,500,0,0,39347
ZCTA5 41749,3399,,,878,0,40,41749
ZCTA5 41825,692,,,237,0,0,41825
ZCTA5 41831,801,,,296,0,4,41831
ZCTA5 41847,434,,,169,0,0,41847
ZCTA5 41859,355,,,69,0,0,41859
ZCTA5 41080,2207,,,949,0,17,41080
ZCTA5 41098,1821,,,578,0,29,41098
ZCTA5 41101,18594,,,5434,11,199,41101
ZCTA5 41121,1209,,,366,0,35,41121
ZCTA5 41175,5429,,,1678,0,55,41175
ZCTA5 41224,5840,,,1163,0,11,41224
ZCTA5 41234,609,,,208,0,65,41234
ZCTA5 41268,512,,,33,0,0,41268
ZCTA5 41317,84,,,44,0,0,41317
ZCTA5 41348,979,,,215,0,1,41348
ZCTA5 41465,11551,,,2802,18,75,41465
ZCTA5 41527,884,,,318,0,0,41527
ZCTA5 41528,757,,,78,0,0,41528
ZCTA5 41603,1499,,,481,0,22,41603
ZCTA5 41615,808,,,132,0,0,41615
ZCTA5 41621,142,,,64,0,0,41621
ZCTA5 41630,1397,,,198,0,0,41630
ZCTA5 41649,2205,,,619,0,6,41649
ZCTA5 41006,4374,,,1879,0,31,41006
ZCTA5 41007,4292,,,1901,14,153,41007
ZCTA5 41018,27663,,,11683,238,407,41018
ZCTA5 41039,2709,,,993,0,18,41039
ZCTA5 41052,80,,,31,0,0,41052
ZCTA5 41059,2640,,,998,33,78,41059
ZCTA5 41046,1263,,,373,2,50,41046
ZCTA5 41064,1848,,,659,0,21,41064
ZCTA5 41124,983,,,208,0,19,41124
ZCTA5 41144,10268,,,2952,0,24,41144
ZCTA5 41159,538,,,69,0,0,41159
ZCTA5 41231,1026,,,214,0,0,41231
ZCTA5 41301,6511,,,1170,0,59,41301
ZCTA5 41339,10712,,,2467,0,26,41339
ZCTA5 41385,561,,,138,0,0,41385
ZCTA5 41390,22,,,0,0,0,41390
ZCTA5 41421,372,,,62,0,0,41421
ZCTA5 41464,635,,,113,0,0,41464
ZCTA5 41503,533,,,207,0,0,41503
ZCTA5 41519,1107,,,315,0,8,41519
ZCTA5 41534,268,,,60,0,0,41534
ZCTA5 41001,17398,,,7553,81,410,41001
ZCTA5 41016,5956,,,2131,53,101,41016
ZCTA5 41042,51892,,,22179,228,1035,41042
ZCTA5 41044,897,,,295,0,57,41044
ZCTA5 41659,405,,,25,0,0,41659
ZCTA5 41722,1043,,,239,0,14,41722
ZCTA5 41727,822,,,253,0,0,41727
ZCTA5 41729,118,,,42,0,0,41729
ZCTA5 41740,1090,,,329,0,0,41740
ZCTA5 41745,454,,,141,0,0,41745
ZCTA5 41774,2383,,,766,6,0,41774
ZCTA5 41759,271,,,72,0,0,41759
ZCTA5 41762,0,,,0,0,0,41762
ZCTA5 41772,264,,,78,0,14,41772
ZCTA5 41775,44,,,20,0,0,41775
ZCTA5 39366,1188,,,398,0,0,39366
ZCTA5 39461,758,,,221,0,0,39461
ZCTA5 39470,11799,,,3827,0,203,39470
ZCTA5 39478,2100,,,525,51,0,39478
ZCTA5 39483,6265,,,1697,0,22,39483
ZCTA5 39563,13487,,,4696,6,122,39563
ZCTA5 39571,13754,,,4549,15,253,39571
ZCTA5 39581,10792,,,3766,24,105,39581
ZCTA5 39631,3204,,,842,0,0,39631
ZCTA5 39648,21035,,,6570,45,52,39648
ZCTA5 39096,1887,,,374,0,74,39096
ZCTA5 39110,42442,,,19614,0,756,39110
ZCTA5 39111,9679,,,3123,0,19,39111
ZCTA5 39115,68,,,8,0,0,39115
ZCTA5 39140,2368,,,665,0,4,39140
ZCTA5 39144,786,,,176,5,0,39144
ZCTA5 39145,4634,,,1724,0,24,39145
ZCTA5 39157,24522,,,11699,40,223,39157
ZCTA5 39159,3412,,,886,8,3,39159
ZCTA5 39180,32526,,,11917,37,200,39180
ZCTA5 39202,8013,,,2894,32,110,39202
ZCTA5 39206,24653,,,9330,71,182,39206
ZCTA5 39759,44145,,,15546,83,650,39759
ZCTA5 39666,10265,,,3030,0,87,39666
ZCTA5 39701,13264,,,4166,4,117,39701
ZCTA5 39348,567,,,185,0,0,39348
ZCTA5 39269,0,,,0,0,0,39269
ZCTA5 39327,4217,,,1532,0,43,39327
ZCTA5 39337,1949,,,660,8,0,39337
ZCTA5 39358,1903,,,539,0,7,39358
ZCTA5 39359,372,,,167,4,8,39359
ZCTA5 39362,3594,,,1062,0,0,39362
ZCTA5 39367,14985,,,4082,69,488,39367
ZCTA5 39422,4793,,,1461,4,22,39422
ZCTA5 39443,21962,,,7953,24,108,39443
ZCTA5 39520,18016,,,5855,11,239,39520
ZCTA5 39532,37122,,,15655,0,546,39532
ZCTA5 39577,10699,,,3364,0,28,39577
ZCTA5 39638,3220,,,898,32,31,39638
ZCTA5 39653,2515,,,660,0,0,39653
ZCTA5 39656,695,,,314,0,10,39656
ZCTA5 39661,2925,,,838,0,39,39661
ZCTA5 39743,1345,,,524,0,11,39743
ZCTA5 39746,3284,,,1474,0,0,39746
ZCTA5 39747,1580,,,390,0,0,39747
ZCTA5 39762,3015,,,286,45,155,39762
ZCTA5 39766,3424,,,1576,0,92,39766
ZCTA5 39767,650,,,180,14,0,39767
ZCTA5 39776,1475,,,605,0,0,39776
ZCTA5 39090,12809,,,3891,36,47,39090
ZCTA5 39170,10513,,,4128,0,85,39170
ZCTA5 39352,346,,,155,0,0,39352
ZCTA5 39475,13418,,,5153,0,145,39475
ZCTA5 39662,1467,,,508,0,45,39662
ZCTA5 39074,15041,,,4208,67,106,39074
ZCTA5 39095,7225,,,1430,21,15,39095
ZCTA5 39755,681,,,243,0,0,39755
ZCTA5 39038,5854,,,1457,22,20,39038
ZCTA5 39152,1361,,,500,0,22,39152
ZCTA5 41834,341,,,47,0,17,41834
ZCTA5 41837,1436,,,445,0,18,41837
ZCTA5 41858,7170,,,1712,12,60,41858
ZCTA5 41543,185,,,52,0,0,41543
ZCTA5 41562,3045,,,1066,0,0,41562
ZCTA5 41604,375,,,98,0,0,41604
ZCTA5 41645,1349,,,359,0,0,41645
ZCTA5 41166,1211,,,481,0,0,41166
ZCTA5 41201,151,,,0,0,0,41201
ZCTA5 41214,617,,,113,0,0,41214
ZCTA5 41238,598,,,140,0,6,41238
ZCTA5 41240,6610,,,1217,0,49,41240
ZCTA5 41263,442,,,94,0,8,41263
ZCTA5 41265,1392,,,368,0,0,41265
ZCTA5 41397,33,,,0,0,0,41397
ZCTA5 41701,16445,,,4329,9,254,41701
ZCTA5 41714,433,,,93,0,0,41714
ZCTA5 41751,195,,,96,0,0,41751
ZCTA5 41760,5,,,0,0,0,41760
ZCTA5 41815,1045,,,266,0,44,41815
ZCTA5 41822,2067,,,466,0,20,41822
ZCTA5 41826,664,,,189,14,34,41826
ZCTA5 41840,861,,,230,0,10,41840
ZCTA5 41844,1598,,,315,0,0,41844
ZCTA5 41035,11602,,,3715,14,105,41035
ZCTA5 41040,7222,,,2666,22,58,41040
ZCTA5 41048,15560,,,6946,18,414,41048
ZCTA5 41073,5792,,,2601,34,48,41073
ZCTA5 41083,1270,,,459,0,3,41083
ZCTA5 41085,994,,,310,0,8,41085
ZCTA5 41091,20170,,,7954,35,939,41091
ZCTA5 41143,14234,,,3766,15,153,41143
ZCTA5 41146,421,,,114,0,0,41146
ZCTA5 41168,2333,,,920,17,0,41168
ZCTA5 41169,5309,,,1971,0,41,41169
ZCTA5 41189,2076,,,573,0,98,41189
ZCTA5 41365,234,,,96,0,0,41365
ZCTA5 41367,182,,,43,0,0,41367
ZCTA5 41049,2393,,,670,0,59,41049
ZCTA5 41051,30166,,,12630,106,490,41051
ZCTA5 41055,2060,,,803,0,42,41055
ZCTA5 41094,15769,,,6391,13,310,41094
ZCTA5 41139,8004,,,3036,11,21,41139
ZCTA5 41149,513,,,119,0,7,41149
ZCTA5 41183,1598,,,525,0,11,41183
ZCTA5 41219,1944,,,472,0,21,41219
ZCTA5 41230,12328,,,3119,0,157,41230
ZCTA5 41250,1259,,,230,0,11,41250
ZCTA5 41254,316,,,115,0,0,41254
ZCTA5 41257,539,,,175,13,0,41257
ZCTA5 41314,4759,,,1018,0,36,41314
ZCTA5 41563,441,,,128,0,0,41563
ZCTA5 41564,935,,,190,0,0,41564
ZCTA5 41566,923,,,235,0,37,41566
ZCTA5 41632,480,,,75,0,0,41632
ZCTA5 41568,738,,,83,0,0,41568
ZCTA5 41601,712,,,159,0,4,41601
ZCTA5 41607,471,,,188,0,0,41607
ZCTA5 41647,1707,,,259,0,6,41647
ZCTA5 39354,2894,,,798,0,13,39354
ZCTA5 39501,23211,,,6807,102,90,39501
ZCTA5 39730,11197,,,3635,4,200,39730
ZCTA5 39059,11951,,,3576,0,77,39059
ZCTA5 39042,38440,,,16699,6,332,39042
ZCTA5 39062,597,,,207,0,6,39062
ZCTA5 39069,5672,,,1110,0,33,39069
ZCTA5 39071,6108,,,2566,0,100,39071
ZCTA5 39094,3988,,,1262,0,59,39094
ZCTA5 39097,598,,,183,0,1,39097
ZCTA5 39146,2124,,,621,12,0,39146
ZCTA5 39153,3868,,,1373,0,32,39153
ZCTA5 39162,63,,,5,0,0,39162
ZCTA5 39167,0,,,0,0,0,39167
ZCTA5 39193,959,,,0,0,1,39193
ZCTA5 39217,1291,,,60,0,14,39217
ZCTA5 39232,7886,,,3553,0,177,39232
ZCTA5 39272,12626,,,5852,0,129,39272
ZCTA5 39309,371,,,13,0,28,39309
ZCTA5 39342,1374,,,515,0,13,39342
ZCTA5 39406,1971,,,318,0,63,39406
ZCTA5 39534,2651,,,180,0,0,39534
ZCTA5 39540,8895,,,3621,17,28,39540
ZCTA5 39737,167,,,36,0,0,39737
ZCTA5 40316,306,,,95,0,9,40316
ZCTA5 40336,12597,,,3182,0,173,40336
ZCTA5 40011,2617,,,961,0,91,40011
ZCTA5 40013,5143,,,2200,0,121,40013
ZCTA5 40031,25064,,,8844,50,441,40031
ZCTA5 40734,4056,,,976,0,20,40734
ZCTA5 40170,520,,,80,0,0,40170
ZCTA5 40215,20692,,,6287,526,171,40215
ZCTA5 40816,15,,,15,0,0,40816
ZCTA5 40844,99,,,0,0,0,40844
ZCTA5 40849,432,,,105,0,0,40849
ZCTA5 40935,2935,,,649,0,0,40935
ZCTA5 40995,157,,,22,0,0,40995
ZCTA5 40729,4879,,,1535,0,67,40729
ZCTA5 40059,19585,,,7757,12,869,40059
ZCTA5 40165,35462,,,14533,5,511,40165
ZCTA5 40219,39537,,,15741,314,579,40219
ZCTA5 40346,864,,,119,0,25,40346
ZCTA5 40402,2511,,,790,25,0,40402
ZCTA5 40371,3128,,,911,0,36,40371
ZCTA5 40489,4399,,,1304,10,100,40489
ZCTA5 40077,382,,,223,0,0,40077
ZCTA5 40175,13932,,,5268,5,41,40175
ZCTA5 40831,5205,,,1137,14,36,40831
ZCTA5 40056,3161,,,1360,0,81,40056
ZCTA5 40206,19804,,,9060,714,815,40206
ZCTA5 40513,11100,,,4681,0,407,40513
ZCTA5 40801,526,,,29,0,8,40801
ZCTA5 40025,48,,,12,0,2,40025
ZCTA5 40041,385,,,0,0,0,40041
ZCTA5 40075,966,,,330,0,0,40075
ZCTA5 40048,136,,,0,0,0,40048
ZCTA5 40049,112,,,0,0,0,40049
ZCTA5 40063,291,,,0,0,0,40063
ZCTA5 40110,59,,,24,0,0,40110
ZCTA5 43080,5254,,,1951,0,109,43080
ZCTA5 43085,26216,,,11439,77,781,43085
ZCTA5 43101,285,,,68,17,0,43101
ZCTA5 43102,4500,,,1805,0,169,43102
ZCTA5 43154,3770,,,1227,0,20,43154
ZCTA5 43156,201,,,104,0,10,43156
ZCTA5 43157,648,,,183,0,15,43157
ZCTA5 43206,22677,,,9057,727,504,43206
ZCTA5 43953,11656,,,4173,1,176,43953
ZCTA5 43210,12530,,,892,413,284,43210
ZCTA5 43356,1388,,,524,0,63,43356
ZCTA5 43534,1739,,,678,6,47,43534
ZCTA5 43537,27097,,,12309,28,661,43537
ZCTA5 43543,7785,,,3445,26,114,43543
ZCTA5 43545,14182,,,5825,45,143,43545
ZCTA5 43558,12662,,,5544,22,142,43558
ZCTA5 43560,32275,,,13259,11,765,43560
ZCTA5 43608,14570,,,3597,244,78,43608
ZCTA5 43613,32653,,,14688,172,395,43613
ZCTA5 43615,39786,,,16697,188,439,43615
ZCTA5 43716,1874,,,458,0,0,43716
ZCTA5 43723,5185,,,1843,0,54,43723
ZCTA5 43724,9319,,,2165,0,108,43724
ZCTA5 43756,4834,,,1662,3,53,43756
ZCTA5 43766,1543,,,520,9,24,43766
ZCTA5 43821,4389,,,1561,0,52,43821
ZCTA5 43840,1253,,,666,0,22,43840
ZCTA5 43064,14243,,,6052,20,538,43064
ZCTA5 43105,7626,,,2949,0,180,43105
ZCTA5 43932,836,,,324,0,35,43932
ZCTA5 43988,2263,,,676,0,93,43988
ZCTA5 43107,3399,,,1226,0,82,43107
ZCTA5 43317,153,,,30,0,5,43317
ZCTA5 43439,53,,,26,0,0,43439
ZCTA5 43569,2896,,,1252,0,6,43569
ZCTA5 43614,31607,,,13253,182,320,43614
ZCTA5 43315,7272,,,3070,29,147,43315
ZCTA5 43207,47265,,,16506,632,673,43207
ZCTA5 43217,2440,,,794,5,24,43217
ZCTA5 43311,18946,,,7074,15,256,43311
ZCTA5 43316,5869,,,2696,0,58,43316
ZCTA5 43343,1012,,,401,2,14,43343
ZCTA5 43442,1170,,,428,0,19,43442
ZCTA5 43457,1536,,,605,0,12,43457
ZCTA5 43612,29686,,,11247,190,149,43612
ZCTA5 43947,5297,,,2181,0,74,43947
ZCTA5 43521,2742,,,1067,45,43,43521
ZCTA5 43044,4866,,,1928,0,39,43044
ZCTA5 43147,41000,,,17724,93,1042,43147
ZCTA5 43221,32913,,,15360,98,911,43221
ZCTA5 43430,4504,,,1775,0,47,43430
ZCTA5 43527,1986,,,815,0,18,43527
ZCTA5 43013,809,,,367,0,21,43013
ZCTA5 43076,8421,,,3513,16,70,43076
ZCTA5 43003,3005,,,1205,3,50,43003
ZCTA5 43151,316,,,136,0,4,43151
ZCTA5 43202,21141,,,9692,1101,622,43202
ZCTA5 43337,1149,,,401,0,13,43337
ZCTA5 43556,1765,,,738,0,11,43556
ZCTA5 43617,7268,,,3193,28,122,43617
ZCTA5 43772,1880,,,584,0,14,43772
ZCTA5 43943,3029,,,1011,4,39,43943
ZCTA5 43030,113,,,56,0,0,43030
ZCTA5 43117,212,,,17,0,0,43117
ZCTA5 43330,119,,,50,0,0,43330
ZCTA5 43403,5501,,,697,0,87,43403
ZCTA5 43433,85,,,72,0,0,43433
ZCTA5 43434,61,,,32,0,0,43434
ZCTA5 43446,88,,,29,0,0,43446
ZCTA5 43463,39,,,10,0,0,43463
ZCTA5 43505,52,,,20,0,1,43505
ZCTA5 43519,333,,,123,0,9,43519
