Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 38315,3448.0,,,1081.0,0.0,76.0,17488.0,38315
ZCTA5 38317,2477.0,,,643.0,0.0,51.0,19487.0,38317
ZCTA5 38327,374.0,,,78.0,0.0,0.0,20469.0,38327
ZCTA5 38343,15436.0,,,5104.0,6.0,111.0,22299.0,38343
ZCTA5 38361,977.0,,,199.0,0.0,84.0,21017.0,38361
ZCTA5 38369,1728.0,,,481.0,0.0,34.0,23550.0,38369
ZCTA5 38375,8810.0,,,2672.0,0.0,91.0,18925.0,38375
ZCTA5 38380,472.0,,,79.0,0.0,13.0,25370.0,38380
ZCTA5 38111,43563.0,,,15659.0,366.0,589.0,22473.0,38111
ZCTA5 38119,22947.0,,,10430.0,27.0,631.0,36811.0,38119
ZCTA5 38122,24695.0,,,8551.0,109.0,220.0,23734.0,38122
ZCTA5 38201,11005.0,,,3326.0,0.0,92.0,21668.0,38201
ZCTA5 38225,5547.0,,,2064.0,0.0,31.0,22330.0,38225
ZCTA5 38011,9855.0,,,4400.0,0.0,113.0,31677.0,38011
ZCTA5 38961,932.0,,,494.0,0.0,0.0,15000.0,38961
ZCTA5 38967,7514.0,,,2448.0,0.0,117.0,22840.0,38967
ZCTA5 38002,40245.0,,,17256.0,0.0,858.0,43669.0,38002
ZCTA5 38015,2195.0,,,784.0,0.0,43.0,22625.0,38015
ZCTA5 38127,44227.0,,,11790.0,386.0,267.0,18191.0,38127
ZCTA5 38017,54372.0,,,24261.0,32.0,1366.0,49268.0,38017
ZCTA5 38079,5264.0,,,901.0,0.0,18.0,18734.0,38079
ZCTA5 38117,25881.0,,,11219.0,23.0,586.0,40325.0,38117
ZCTA5 38132,0.0,,,0.0,0.0,0.0,-666666666.0,38132
ZCTA5 38139,15774.0,,,6377.0,0.0,509.0,62040.0,38139
ZCTA5 38233,2440.0,,,829.0,9.0,54.0,24179.0,38233
ZCTA5 38236,629.0,,,244.0,0.0,0.0,22932.0,38236
ZCTA5 38261,15868.0,,,5459.0,8.0,174.0,23627.0,38261
ZCTA5 38301,33168.0,,,10242.0,259.0,343.0,20057.0,38301
ZCTA5 38305,52662.0,,,21185.0,29.0,651.0,30928.0,38305
ZCTA5 38328,580.0,,,134.0,0.0,10.0,25000.0,38328
ZCTA5 38962,136.0,,,0.0,0.0,0.0,-666666666.0,38962
ZCTA5 38964,168.0,,,70.0,0.0,0.0,16053.0,38964
ZCTA5 38112,17082.0,,,5649.0,423.0,333.0,21210.0,38112
ZCTA5 38116,39758.0,,,13653.0,262.0,178.0,24946.0,38116
ZCTA5 38120,14634.0,,,6432.0,2.0,497.0,48968.0,38120
ZCTA5 38126,6407.0,,,1112.0,84.0,14.0,12351.0,38126
ZCTA5 38138,24972.0,,,10415.0,9.0,718.0,49692.0,38138
ZCTA5 38316,3000.0,,,1179.0,0.0,55.0,25976.0,38316
ZCTA5 38333,185.0,,,54.0,0.0,0.0,-666666666.0,38333
ZCTA5 38356,2667.0,,,1081.0,0.0,38.0,24154.0,38356
ZCTA5 38363,5728.0,,,1805.0,0.0,128.0,20642.0,38363
ZCTA5 38390,1144.0,,,463.0,0.0,1.0,25370.0,38390
ZCTA5 38462,10042.0,,,3060.0,32.0,180.0,20836.0,38462
ZCTA5 38562,6661.0,,,1835.0,4.0,54.0,17633.0,38562
ZCTA5 38222,3216.0,,,1044.0,15.0,43.0,22917.0,38222
ZCTA5 38230,3696.0,,,1261.0,0.0,36.0,20097.0,38230
ZCTA5 38242,20275.0,,,6566.0,0.0,344.0,22585.0,38242
ZCTA5 38258,1394.0,,,527.0,0.0,6.0,23370.0,38258
ZCTA5 38260,3656.0,,,1470.0,0.0,27.0,23596.0,38260
ZCTA5 38321,2292.0,,,834.0,0.0,13.0,19468.0,38321
ZCTA5 38326,2439.0,,,640.0,0.0,127.0,23733.0,38326
ZCTA5 38332,1097.0,,,385.0,0.0,18.0,20588.0,38332
ZCTA5 38339,708.0,,,230.0,0.0,23.0,19271.0,38339
ZCTA5 38340,12868.0,,,4427.0,13.0,180.0,24180.0,38340
ZCTA5 38370,704.0,,,189.0,0.0,7.0,22313.0,38370
ZCTA5 38372,17492.0,,,5700.0,16.0,480.0,21675.0,38372
ZCTA5 38379,1499.0,,,449.0,0.0,17.0,23347.0,38379
ZCTA5 38425,3776.0,,,578.0,0.0,48.0,18568.0,38425
ZCTA5 38449,2494.0,,,760.0,0.0,19.0,21972.0,38449
ZCTA5 38313,3110.0,,,1107.0,0.0,42.0,29679.0,38313
ZCTA5 38320,10357.0,,,3123.0,7.0,22.0,18489.0,38320
ZCTA5 38341,2513.0,,,741.0,0.0,10.0,18837.0,38341
ZCTA5 38348,950.0,,,372.0,0.0,28.0,21567.0,38348
ZCTA5 38355,6620.0,,,2795.0,0.0,157.0,39838.0,38355
ZCTA5 38358,11632.0,,,4220.0,0.0,13.0,24875.0,38358
ZCTA5 38374,2000.0,,,567.0,0.0,30.0,18965.0,38374
ZCTA5 38401,59009.0,,,22449.0,13.0,1076.0,28604.0,38401
ZCTA5 38459,398.0,,,244.0,0.0,0.0,30699.0,38459
ZCTA5 38472,3033.0,,,1123.0,0.0,20.0,30528.0,38472
ZCTA5 38485,6487.0,,,2175.0,0.0,48.0,20603.0,38485
ZCTA5 38506,28476.0,,,11367.0,0.0,482.0,26055.0,38506
ZCTA5 38542,17.0,,,0.0,0.0,0.0,-666666666.0,38542
ZCTA5 38570,9403.0,,,3289.0,14.0,160.0,22598.0,38570
ZCTA5 38575,1054.0,,,378.0,0.0,0.0,23208.0,38575
ZCTA5 38625,1204.0,,,362.0,2.0,0.0,30484.0,38625
ZCTA5 38627,1199.0,,,406.0,0.0,0.0,16292.0,38627
ZCTA5 38647,827.0,,,230.0,0.0,13.0,28000.0,38647
ZCTA5 38676,6271.0,,,1933.0,0.0,32.0,18606.0,38676
ZCTA5 38658,2252.0,,,720.0,0.0,59.0,22130.0,38658
ZCTA5 38661,1860.0,,,587.0,0.0,16.0,24289.0,38661
ZCTA5 38664,3074.0,,,1467.0,0.0,11.0,27794.0,38664
ZCTA5 38730,2104.0,,,572.0,0.0,86.0,25273.0,38730
ZCTA5 38753,1263.0,,,494.0,0.0,2.0,24340.0,38753
ZCTA5 38754,1303.0,,,382.0,0.0,0.0,16809.0,38754
ZCTA5 38761,2579.0,,,524.0,3.0,0.0,17253.0,38761
ZCTA5 38778,1535.0,,,402.0,2.0,15.0,17880.0,38778
ZCTA5 38804,17672.0,,,6550.0,96.0,305.0,26111.0,38804
ZCTA5 38824,7405.0,,,2744.0,0.0,56.0,22167.0,38824
ZCTA5 38849,6414.0,,,2586.0,0.0,22.0,28722.0,38849
ZCTA5 38351,17864.0,,,6241.0,0.0,344.0,25154.0,38351
ZCTA5 38357,2772.0,,,902.0,0.0,73.0,21673.0,38357
ZCTA5 38359,336.0,,,137.0,0.0,7.0,24313.0,38359
ZCTA5 38856,1671.0,,,473.0,17.0,6.0,29054.0,38856
ZCTA5 38873,3278.0,,,965.0,0.0,6.0,15346.0,38873
ZCTA5 38947,312.0,,,177.0,0.0,43.0,-666666666.0,38947
ZCTA5 38950,476.0,,,68.0,0.0,9.0,16385.0,38950
ZCTA5 38454,1201.0,,,430.0,0.0,0.0,31327.0,38454
ZCTA5 38461,1245.0,,,490.0,0.0,0.0,26679.0,38461
ZCTA5 38468,5251.0,,,1947.0,0.0,27.0,24712.0,38468
ZCTA5 38469,4125.0,,,1501.0,0.0,27.0,23943.0,38469
ZCTA5 38487,1304.0,,,444.0,0.0,0.0,19523.0,38487
ZCTA5 38548,794.0,,,331.0,0.0,0.0,19063.0,38548
ZCTA5 38563,3512.0,,,1325.0,0.0,42.0,24146.0,38563
ZCTA5 38580,1575.0,,,647.0,0.0,0.0,26309.0,38580
ZCTA5 38587,1473.0,,,429.0,0.0,40.0,21419.0,38587
ZCTA5 38620,3118.0,,,1031.0,0.0,0.0,20554.0,38620
ZCTA5 38622,770.0,,,160.0,8.0,0.0,14886.0,38622
ZCTA5 38629,2368.0,,,914.0,0.0,21.0,29471.0,38629
ZCTA5 38639,1116.0,,,232.0,0.0,6.0,15081.0,38639
ZCTA5 38645,1292.0,,,537.0,0.0,12.0,24079.0,38645
ZCTA5 38663,12375.0,,,4126.0,0.0,199.0,22012.0,38663
ZCTA5 38666,6613.0,,,2139.0,0.0,52.0,19924.0,38666
ZCTA5 38388,2073.0,,,756.0,0.0,36.0,23359.0,38388
ZCTA5 38367,3195.0,,,1154.0,0.0,11.0,20917.0,38367
ZCTA5 38463,2214.0,,,709.0,0.0,4.0,20876.0,38463
ZCTA5 38464,22285.0,,,7033.0,0.0,239.0,23206.0,38464
ZCTA5 38478,17654.0,,,6306.0,0.0,157.0,25817.0,38478
ZCTA5 38483,5568.0,,,1625.0,22.0,34.0,25480.0,38483
ZCTA5 38577,1209.0,,,557.0,0.0,33.0,22452.0,38577
ZCTA5 38579,947.0,,,313.0,0.0,21.0,29044.0,38579
ZCTA5 38606,16287.0,,,5520.0,0.0,244.0,23336.0,38606
ZCTA5 38610,3108.0,,,1105.0,0.0,88.0,18899.0,38610
ZCTA5 38641,2267.0,,,1030.0,0.0,11.0,30688.0,38641
ZCTA5 38644,211.0,,,53.0,0.0,0.0,15972.0,38644
ZCTA5 38655,42623.0,,,16713.0,152.0,580.0,28836.0,38655
ZCTA5 38659,3186.0,,,1071.0,0.0,95.0,21852.0,38659
ZCTA5 38668,14215.0,,,5702.0,0.0,96.0,28823.0,38668
ZCTA5 38672,13535.0,,,5704.0,0.0,182.0,46883.0,38672
ZCTA5 38744,845.0,,,255.0,0.0,0.0,23945.0,38744
ZCTA5 38765,66.0,,,24.0,0.0,0.0,9293.0,38765
ZCTA5 38767,26.0,,,9.0,0.0,0.0,13269.0,38767
ZCTA5 38768,73.0,,,40.0,0.0,0.0,18922.0,38768
ZCTA5 38670,810.0,,,323.0,0.0,1.0,19038.0,38670
ZCTA5 38674,717.0,,,205.0,0.0,0.0,-666666666.0,38674
ZCTA5 38680,6292.0,,,2795.0,0.0,38.0,28565.0,38680
ZCTA5 38703,12968.0,,,3719.0,0.0,43.0,17694.0,38703
ZCTA5 38760,925.0,,,218.0,0.0,6.0,16090.0,38760
ZCTA5 38725,778.0,,,180.0,0.0,3.0,15000.0,38725
ZCTA5 38726,559.0,,,137.0,0.0,0.0,16107.0,38726
ZCTA5 38732,17644.0,,,5156.0,14.0,105.0,20153.0,38732
ZCTA5 38764,315.0,,,86.0,0.0,6.0,19519.0,38764
ZCTA5 38772,61.0,,,19.0,0.0,2.0,-666666666.0,38772
ZCTA5 38773,3046.0,,,696.0,0.0,43.0,16740.0,38773
ZCTA5 38828,4436.0,,,1635.0,0.0,6.0,21905.0,38828
ZCTA5 38838,860.0,,,363.0,0.0,0.0,14495.0,38838
ZCTA5 38846,2592.0,,,859.0,7.0,14.0,23359.0,38846
ZCTA5 38851,7853.0,,,2374.0,0.0,61.0,22185.0,38851
ZCTA5 38860,6542.0,,,2037.0,0.0,79.0,21203.0,38860
ZCTA5 38862,2237.0,,,841.0,0.0,11.0,24190.0,38862
ZCTA5 38913,391.0,,,137.0,7.0,0.0,18750.0,38913
ZCTA5 38006,5001.0,,,2064.0,0.0,46.0,27335.0,38006
ZCTA5 38012,13941.0,,,5104.0,0.0,63.0,22403.0,38012
ZCTA5 38034,2785.0,,,1011.0,0.0,30.0,24141.0,38034
ZCTA5 38037,1678.0,,,538.0,0.0,7.0,25542.0,38037
ZCTA5 38040,4796.0,,,1603.0,0.0,14.0,21528.0,38040
ZCTA5 38047,85.0,,,28.0,0.0,0.0,-666666666.0,38047
ZCTA5 38052,4075.0,,,1158.0,0.0,94.0,22750.0,38052
ZCTA5 38066,2757.0,,,1196.0,0.0,103.0,31091.0,38066
ZCTA5 38080,2692.0,,,966.0,0.0,18.0,25313.0,38080
ZCTA5 38103,14044.0,,,6476.0,115.0,248.0,55755.0,38103
ZCTA5 38105,6209.0,,,1586.0,182.0,62.0,17868.0,38105
ZCTA5 38569,124.0,,,57.0,0.0,0.0,-666666666.0,38569
ZCTA5 38582,1277.0,,,629.0,0.0,13.0,29881.0,38582
ZCTA5 38614,18370.0,,,4851.0,55.0,107.0,17422.0,38614
ZCTA5 38617,681.0,,,211.0,0.0,0.0,18393.0,38617
ZCTA5 38626,1006.0,,,238.0,0.0,0.0,21766.0,38626
ZCTA5 38671,37554.0,,,15556.0,86.0,267.0,29206.0,38671
ZCTA5 38683,5412.0,,,1775.0,17.0,34.0,19077.0,38683
ZCTA5 38740,384.0,,,117.0,0.0,1.0,12656.0,38740
ZCTA5 38685,1557.0,,,365.0,0.0,55.0,21838.0,38685
ZCTA5 38721,1001.0,,,288.0,11.0,0.0,27829.0,38721
ZCTA5 38736,467.0,,,164.0,0.0,12.0,24141.0,38736
ZCTA5 38751,10653.0,,,3120.0,7.0,43.0,18942.0,38751
ZCTA5 38759,925.0,,,316.0,7.0,1.0,33333.0,38759
ZCTA5 38771,3178.0,,,915.0,9.0,9.0,16671.0,38771
ZCTA5 38843,11908.0,,,3810.0,0.0,172.0,22122.0,38843
ZCTA5 38852,9090.0,,,2927.0,0.0,46.0,23497.0,38852
ZCTA5 38863,21115.0,,,7678.0,2.0,79.0,21362.0,38863
ZCTA5 38864,1887.0,,,739.0,0.0,10.0,22345.0,38864
ZCTA5 38879,661.0,,,228.0,0.0,0.0,18279.0,38879
ZCTA5 38917,3260.0,,,1143.0,0.0,7.0,23023.0,38917
ZCTA5 38921,4188.0,,,1177.0,0.0,49.0,18680.0,38921
ZCTA5 38946,257.0,,,43.0,0.0,0.0,11771.0,38946
ZCTA5 38954,1373.0,,,242.0,1.0,18.0,14916.0,38954
ZCTA5 38774,2193.0,,,619.0,0.0,0.0,19333.0,38774
ZCTA5 38801,30050.0,,,11795.0,0.0,157.0,25296.0,38801
ZCTA5 38834,28081.0,,,9464.0,0.0,298.0,22686.0,38834
ZCTA5 38855,4392.0,,,1714.0,0.0,8.0,25718.0,38855
ZCTA5 38865,5060.0,,,1662.0,0.0,31.0,21627.0,38865
ZCTA5 38869,512.0,,,143.0,3.0,4.0,16875.0,38869
ZCTA5 38878,2801.0,,,880.0,0.0,7.0,22720.0,38878
ZCTA5 38920,549.0,,,205.0,0.0,17.0,16394.0,38920
ZCTA5 38925,2616.0,,,1005.0,0.0,25.0,25206.0,38925
ZCTA5 38951,1298.0,,,451.0,0.0,0.0,19712.0,38951
ZCTA5 38953,360.0,,,123.0,0.0,7.0,31042.0,38953
ZCTA5 38965,8664.0,,,3155.0,21.0,26.0,25142.0,38965
ZCTA5 38930,23367.0,,,6438.0,72.0,191.0,18915.0,38930
ZCTA5 38943,80.0,,,23.0,0.0,0.0,43750.0,38943
ZCTA5 38944,454.0,,,66.0,0.0,45.0,28281.0,38944
ZCTA5 38966,1004.0,,,219.0,0.0,12.0,16267.0,38966
ZCTA5 36522,7685.0,,,2507.0,19.0,240.0,23545.0,36522
ZCTA5 36530,6939.0,,,2576.0,0.0,235.0,28839.0,36530
ZCTA5 36539,809.0,,,224.0,0.0,0.0,17070.0,36539
ZCTA5 36558,3414.0,,,1028.0,0.0,31.0,25606.0,36558
ZCTA5 36562,1463.0,,,509.0,8.0,0.0,21806.0,36562
ZCTA5 36579,1204.0,,,376.0,0.0,0.0,28750.0,36579
ZCTA5 36587,9475.0,,,3298.0,0.0,147.0,26640.0,36587
ZCTA5 36602,939.0,,,343.0,0.0,0.0,22917.0,36602
ZCTA5 36606,18879.0,,,7676.0,48.0,119.0,22340.0,36606
ZCTA5 36609,24282.0,,,9834.0,93.0,565.0,28285.0,36609
ZCTA5 36610,10646.0,,,2020.0,82.0,103.0,15571.0,36610
ZCTA5 36611,5837.0,,,1830.0,0.0,48.0,19990.0,36611
ZCTA5 36695,51088.0,,,21287.0,0.0,1047.0,36157.0,36695
ZCTA5 36701,21301.0,,,6714.0,0.0,143.0,22933.0,36701
ZCTA5 36726,4884.0,,,1346.0,0.0,59.0,19296.0,36726
ZCTA5 36756,5792.0,,,1203.0,0.0,5.0,17484.0,36756
ZCTA5 36793,229.0,,,53.0,0.0,0.0,12330.0,36793
ZCTA5 36853,7828.0,,,2113.0,11.0,109.0,28622.0,36853
ZCTA5 36863,11604.0,,,4358.0,0.0,118.0,21815.0,36863
ZCTA5 36869,21064.0,,,7506.0,22.0,123.0,22512.0,36869
ZCTA5 36908,2069.0,,,542.0,0.0,1.0,28683.0,36908
ZCTA5 36009,2278.0,,,742.0,4.0,18.0,20878.0,36009
ZCTA5 36025,6756.0,,,1587.0,0.0,23.0,16844.0,36025
ZCTA5 36047,1150.0,,,354.0,0.0,0.0,18578.0,36047
ZCTA5 36078,13178.0,,,4423.0,0.0,48.0,26567.0,36078
ZCTA5 36079,10159.0,,,3981.0,1.0,229.0,26078.0,36079
ZCTA5 36080,2084.0,,,759.0,0.0,19.0,30128.0,36080
ZCTA5 36113,1809.0,,,282.0,0.0,59.0,14700.0,36113
ZCTA5 36201,18052.0,,,5153.0,24.0,114.0,17018.0,36201
ZCTA5 36206,11541.0,,,4019.0,19.0,121.0,24310.0,36206
ZCTA5 36251,4895.0,,,1771.0,0.0,72.0,19781.0,36251
ZCTA5 36274,11295.0,,,4173.0,0.0,64.0,23170.0,36274
ZCTA5 36314,445.0,,,159.0,0.0,0.0,-666666666.0,36314
ZCTA5 36346,1491.0,,,494.0,0.0,0.0,24056.0,36346
ZCTA5 36351,3410.0,,,1233.0,0.0,18.0,25720.0,36351
ZCTA5 36523,2890.0,,,744.0,0.0,60.0,18348.0,36523
ZCTA5 36532,33743.0,,,11231.0,37.0,1204.0,34187.0,36532
ZCTA5 36540,696.0,,,139.0,0.0,6.0,12060.0,36540
ZCTA5 36542,13932.0,,,5434.0,0.0,655.0,29459.0,36542
ZCTA5 36559,99.0,,,34.0,0.0,0.0,-666666666.0,36559
ZCTA5 36564,52.0,,,0.0,0.0,0.0,50403.0,36564
ZCTA5 36567,13935.0,,,4638.0,0.0,382.0,26244.0,36567
ZCTA5 36571,15407.0,,,5845.0,0.0,393.0,27352.0,36571
ZCTA5 36862,5882.0,,,1782.0,27.0,37.0,20536.0,36862
ZCTA5 36904,3738.0,,,1051.0,0.0,59.0,20968.0,36904
ZCTA5 36925,3520.0,,,1066.0,0.0,16.0,14524.0,36925
ZCTA5 36866,3758.0,,,1571.0,0.0,13.0,25879.0,36866
ZCTA5 36877,13058.0,,,5359.0,0.0,247.0,33467.0,36877
ZCTA5 36901,327.0,,,119.0,0.0,0.0,15404.0,36901
ZCTA5 36005,1640.0,,,523.0,0.0,0.0,16333.0,36005
ZCTA5 36010,4856.0,,,1460.0,1.0,52.0,17241.0,36010
ZCTA5 36027,15496.0,,,4786.0,0.0,79.0,19954.0,36027
ZCTA5 36028,1674.0,,,529.0,0.0,7.0,23642.0,36028
ZCTA5 36030,645.0,,,184.0,0.0,0.0,14298.0,36030
ZCTA5 36054,16080.0,,,6646.0,0.0,191.0,30610.0,36054
ZCTA5 36034,974.0,,,326.0,0.0,5.0,22552.0,36034
ZCTA5 36042,1774.0,,,561.0,0.0,16.0,20767.0,36042
ZCTA5 36046,1413.0,,,473.0,26.0,9.0,18894.0,36046
ZCTA5 36089,7391.0,,,2126.0,0.0,36.0,21469.0,36089
ZCTA5 36104,8342.0,,,1992.0,52.0,99.0,15022.0,36104
ZCTA5 36105,9815.0,,,3318.0,72.0,61.0,18314.0,36105
ZCTA5 36116,44556.0,,,16429.0,24.0,606.0,26917.0,36116
ZCTA5 36207,19746.0,,,6760.0,0.0,413.0,27101.0,36207
ZCTA5 36260,4001.0,,,1296.0,15.0,37.0,22056.0,36260
ZCTA5 36263,434.0,,,113.0,0.0,0.0,18000.0,36263
ZCTA5 36265,20694.0,,,7494.0,31.0,260.0,26010.0,36265
ZCTA5 36267,12.0,,,12.0,0.0,0.0,-666666666.0,36267
ZCTA5 36305,15816.0,,,6540.0,2.0,280.0,34934.0,36305
ZCTA5 36268,5814.0,,,2312.0,0.0,166.0,26218.0,36268
ZCTA5 36269,1535.0,,,443.0,0.0,14.0,21832.0,36269
ZCTA5 36303,31005.0,,,10846.0,10.0,368.0,22904.0,36303
ZCTA5 36311,2715.0,,,886.0,0.0,11.0,25340.0,36311
ZCTA5 36350,6628.0,,,2503.0,0.0,33.0,25953.0,36350
ZCTA5 36420,10369.0,,,3875.0,0.0,100.0,26176.0,36420
ZCTA5 36451,4330.0,,,1354.0,0.0,18.0,27283.0,36451
ZCTA5 36470,178.0,,,0.0,0.0,0.0,-666666666.0,36470
ZCTA5 36473,21.0,,,12.0,0.0,0.0,-666666666.0,36473
ZCTA5 36518,2468.0,,,703.0,0.0,0.0,23857.0,36518
ZCTA5 36526,34669.0,,,15240.0,29.0,744.0,34865.0,36526
ZCTA5 36527,15262.0,,,6359.0,0.0,435.0,47674.0,36527
ZCTA5 36551,9029.0,,,3399.0,0.0,90.0,25787.0,36551
ZCTA5 36553,3246.0,,,840.0,0.0,86.0,20675.0,36553
ZCTA5 36582,24628.0,,,9291.0,0.0,471.0,27418.0,36582
ZCTA5 36584,741.0,,,273.0,0.0,0.0,27195.0,36584
ZCTA5 36585,1031.0,,,209.0,0.0,0.0,16215.0,36585
ZCTA5 36603,10395.0,,,1557.0,71.0,44.0,16613.0,36603
ZCTA5 36605,26306.0,,,8459.0,118.0,268.0,19495.0,36605
ZCTA5 36744,6487.0,,,1731.0,0.0,68.0,16250.0,36744
ZCTA5 36761,884.0,,,175.0,0.0,15.0,15521.0,36761
ZCTA5 36765,1239.0,,,239.0,0.0,24.0,11432.0,36765
ZCTA5 36783,678.0,,,208.0,0.0,0.0,15766.0,36783
ZCTA5 36785,1039.0,,,308.0,0.0,0.0,17412.0,36785
ZCTA5 36792,1103.0,,,271.0,0.0,33.0,28333.0,36792
ZCTA5 36854,16045.0,,,6087.0,0.0,87.0,26787.0,36854
ZCTA5 36861,2817.0,,,1079.0,0.0,52.0,24266.0,36861
ZCTA5 36915,805.0,,,205.0,0.0,0.0,21094.0,36915
ZCTA5 36604,9567.0,,,4005.0,64.0,282.0,29353.0,36604
ZCTA5 36322,9201.0,,,3169.0,0.0,83.0,22456.0,36322
ZCTA5 36340,5721.0,,,1413.0,0.0,0.0,20210.0,36340
ZCTA5 36343,1343.0,,,381.0,0.0,29.0,20172.0,36343
ZCTA5 36360,19117.0,,,6234.0,0.0,40.0,22437.0,36360
ZCTA5 36376,2224.0,,,786.0,2.0,15.0,21646.0,36376
ZCTA5 36425,1127.0,,,235.0,0.0,0.0,14552.0,36425
ZCTA5 36426,15293.0,,,4957.0,0.0,50.0,22596.0,36426
ZCTA5 36436,372.0,,,147.0,0.0,0.0,20417.0,36436
ZCTA5 36535,30187.0,,,11068.0,0.0,569.0,23852.0,36535
ZCTA5 36545,10030.0,,,2482.0,0.0,17.0,17912.0,36545
ZCTA5 36556,601.0,,,170.0,0.0,0.0,17516.0,36556
ZCTA5 36578,1186.0,,,577.0,0.0,0.0,29898.0,36578
ZCTA5 36581,136.0,,,32.0,0.0,0.0,-666666666.0,36581
ZCTA5 36607,6270.0,,,2007.0,35.0,42.0,20383.0,36607
ZCTA5 36608,35591.0,,,13415.0,72.0,635.0,30119.0,36608
ZCTA5 36613,13475.0,,,3949.0,33.0,92.0,20984.0,36613
ZCTA5 36784,7370.0,,,2233.0,0.0,25.0,19597.0,36784
ZCTA5 36619,15422.0,,,5520.0,6.0,459.0,27150.0,36619
ZCTA5 36722,298.0,,,101.0,0.0,7.0,-666666666.0,36722
ZCTA5 36759,1805.0,,,436.0,0.0,16.0,18823.0,36759
ZCTA5 36855,1543.0,,,520.0,0.0,46.0,22232.0,36855
ZCTA5 36856,7415.0,,,2592.0,35.0,180.0,43100.0,36856
ZCTA5 36867,22983.0,,,9210.0,0.0,247.0,24851.0,36867
ZCTA5 36871,1478.0,,,453.0,0.0,31.0,16572.0,36871
ZCTA5 36910,21.0,,,0.0,0.0,0.0,-666666666.0,36910
ZCTA5 36916,846.0,,,182.0,0.0,0.0,18590.0,36916
ZCTA5 36353,1720.0,,,615.0,0.0,3.0,22163.0,36353
ZCTA5 36371,597.0,,,222.0,0.0,0.0,21750.0,36371
ZCTA5 36453,2423.0,,,831.0,0.0,34.0,20938.0,36453
ZCTA5 36467,9769.0,,,3104.0,7.0,31.0,21250.0,36467
ZCTA5 36016,4807.0,,,1060.0,0.0,13.0,14249.0,36016
ZCTA5 36024,4942.0,,,1771.0,0.0,57.0,29570.0,36024
ZCTA5 36031,175.0,,,30.0,0.0,0.0,16250.0,36031
ZCTA5 36043,3636.0,,,1015.0,12.0,56.0,19096.0,36043
ZCTA5 36117,53841.0,,,23303.0,52.0,1025.0,38063.0,36117
ZCTA5 36255,871.0,,,353.0,0.0,0.0,24700.0,36255
ZCTA5 36264,8523.0,,,2242.0,0.0,66.0,19789.0,36264
ZCTA5 36280,3875.0,,,1145.0,0.0,30.0,27430.0,36280
ZCTA5 36301,37527.0,,,13630.0,21.0,280.0,23556.0,36301
ZCTA5 36455,250.0,,,69.0,0.0,2.0,23333.0,36455
ZCTA5 36460,9644.0,,,3187.0,1.0,74.0,22226.0,36460
ZCTA5 36511,383.0,,,30.0,0.0,0.0,14910.0,36511
ZCTA5 36524,1255.0,,,273.0,0.0,8.0,23659.0,36524
ZCTA5 36525,1928.0,,,665.0,0.0,7.0,23438.0,36525
ZCTA5 36529,237.0,,,79.0,0.0,0.0,15698.0,36529
ZCTA5 36583,843.0,,,180.0,0.0,11.0,19432.0,36583
ZCTA5 36749,779.0,,,192.0,0.0,0.0,21542.0,36749
ZCTA5 36617,13386.0,,,3481.0,40.0,184.0,19128.0,36617
ZCTA5 36723,219.0,,,39.0,0.0,0.0,16856.0,36723
ZCTA5 36258,1337.0,,,506.0,11.0,26.0,40805.0,36258
ZCTA5 36345,8845.0,,,3496.0,0.0,123.0,26139.0,36345
ZCTA5 36271,5952.0,,,2499.0,0.0,84.0,25966.0,36271
ZCTA5 36276,2615.0,,,845.0,0.0,44.0,19701.0,36276
ZCTA5 36316,1921.0,,,770.0,0.0,26.0,33843.0,36316
ZCTA5 36352,5305.0,,,2275.0,7.0,27.0,22937.0,36352
ZCTA5 36370,878.0,,,320.0,0.0,2.0,23490.0,36370
ZCTA5 36444,924.0,,,122.0,0.0,0.0,19448.0,36444
ZCTA5 36446,472.0,,,113.0,0.0,0.0,12083.0,36446
ZCTA5 36477,3898.0,,,1069.0,0.0,47.0,16781.0,36477
ZCTA5 36505,1965.0,,,872.0,0.0,29.0,26946.0,36505
ZCTA5 36509,2076.0,,,645.0,0.0,88.0,18850.0,36509
ZCTA5 36544,11396.0,,,4079.0,0.0,137.0,19806.0,36544
ZCTA5 36574,878.0,,,370.0,0.0,0.0,33793.0,36574
ZCTA5 36576,3796.0,,,1477.0,0.0,318.0,27806.0,36576
ZCTA5 36612,4926.0,,,1092.0,0.0,9.0,15064.0,36612
ZCTA5 36693,20220.0,,,8537.0,41.0,537.0,31646.0,36693
ZCTA5 36728,287.0,,,51.0,0.0,11.0,15850.0,36728
ZCTA5 36738,745.0,,,66.0,0.0,72.0,10552.0,36738
ZCTA5 36752,1162.0,,,425.0,0.0,8.0,30735.0,36752
ZCTA5 36763,275.0,,,45.0,0.0,0.0,16477.0,36763
ZCTA5 36767,1456.0,,,349.0,0.0,2.0,14978.0,36767
ZCTA5 36768,898.0,,,137.0,0.0,2.0,9771.0,36768
ZCTA5 36874,7511.0,,,2645.0,0.0,155.0,30212.0,36874
ZCTA5 36875,3174.0,,,1179.0,0.0,60.0,30847.0,36875
ZCTA5 36879,1936.0,,,848.0,0.0,31.0,42602.0,36879
ZCTA5 36029,1160.0,,,454.0,0.0,57.0,39643.0,36029
